170	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
181	3	4	2	3	3	3	1	5	2	3	6	2	5	5	0	5	9	14	14	9	8	14	17	0	10	13	14	7	5	
196	0	0	1	0	0	0	0	0	3	0	0	0	3	6	1	2	0	0	2	7	5	5	7	2	4	5	11	4	4	
216	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
223	4	1	11	24	2	6	7	8	5	16	9	26	18	11	30	11	28	11	15	26	17	10	14	4	13	11	21	21	20	
235	2	0	1	0	0	1	0	4	0	0	0	0	0	0	0	2	0	0	2	0	1	0	5	1	0	0	0	2	1	
237	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	2	3	4	5	3	2	2	1	2	8	7	9	8	
238	0	1	0	0	0	0	3	0	0	0	0	1	3	1	2	2	1	1	2	8	0	0	7	0	0	0	5	4	4	
263	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	5	2	4	3	2	0	3	3	1	9	3	
274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
276	8	5	4	5	8	6	6	7	4	7	2	2	10	14	9	4	8	3	9	14	10	11	8	8	7	3	10	13	5	
278	0	0	0	2	0	0	0	3	1	2	0	0	0	4	0	0	0	0	0	2	0	5	1	3	0	0	0	0	4	
290	4	5	7	9	4	2	5	10	7	2	5	10	10	18	8	8	16	5	12	20	9	12	19	8	9	6	9	10	6	
296	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
307	0	0	0	1	0	1	0	0	2	0	0	0	1	3	1	3	1	1	1	3	2	1	3	2	1	5	6	11	6	
330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	1	0	6	9	4	8	9	
333	2	2	0	0	2	3	2	1	5	1	5	2	4	20	16	5	2	0	4	5	6	4	4	0	2	3	9	5	7	
338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
341	1	1	0	0	0	1	1	1	2	2	1	1	1	1	1	1	2	4	3	2	0	0	2	1	2	3	2	5	5	
343	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	3	0	1	1	2	4	0	1	2	1	3	3	2	
361	0	1	4	0	2	0	2	3	2	0	1	0	1	3	1	0	0	0	4	2	4	0	5	2	0	3	5	3	7	
372	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
378	0	0	0	0	1	0	0	0	0	2	0	0	0	3	2	2	1	0	0	0	0	0	2	1	0	0	3	1	0	
384	1	0	1	0	4	1	0	0	0	1	0	4	0	0	2	1	0	1	5	3	2	0	2	2	0	6	10	3	10	
415	0	0	0	0	0	0	0	0	0	0	0	2	4	1	3	5	3	4	6	5	17	15	12	11	8	11	3	7	11	
430	1	4	4	3	1	2	2	6	0	3	4	9	0	3	8	6	6	4	9	6	3	4	6	2	6	4	10	3	5	
431	3	5	2	1	1	3	2	0	5	3	2	6	6	3	4	2	5	2	3	8	3	4	8	1	3	8	6	7	1	
442	2	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	1	1	0	1	
455	2	0	0	2	0	0	2	0	0	0	0	3	1	4	2	6	3	0	1	4	3	2	2	2	1	13	4	6	5	
475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	
499	1	3	2	6	10	8	12	4	6	5	3	5	5	6	5	1	3	5	17	14	7	6	5	4	5	5	9	9	14	
506	3	6	1	4	2	2	5	3	6	3	4	5	7	0	0	4	0	5	3	6	2	2	4	3	4	6	0	5	4	
511	10	1	1	1	10	6	8	7	3	5	5	4	6	9	8	4	2	1	9	5	3	3	2	9	6	2	8	6	3	
515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	16	3	
538	4	0	4	5	4	7	5	2	7	1	4	4	0	5	6	3	6	1	8	6	1	7	3	5	5	6	5	11	4	
596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	6	2	3	1	0	1	3	7	1	2	
650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
661	1	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	2	2	2	0	3	2	4	0	1	1	2	
669	2	6	0	0	0	4	1	2	4	1	0	8	0	4	3	4	5	4	3	5	7	4	0	4	1	3	6	8	11	
672	0	0	0	1	1	1	0	0	2	0	0	1	0	2	1	2	3	2	3	2	3	1	1	3	1	4	0	3	2	
716	0	0	2	0	0	1	3	0	0	0	0	0	0	0	1	7	0	0	0	6	1	3	4	0	1	3	3	2	5	
720	0	0	2	1	4	0	1	2	2	2	0	2	4	0	1	3	4	5	3	5	5	3	2	2	3	4	4	4	7	
801	1	0	1	1	5	3	1	3	1	1	1	1	4	3	0	3	0	0	1	5	9	1	0	0	5	4	0	3	5	
829	1	5	7	0	0	2	2	3	4	2	4	2	8	9	6	3	4	0	7	8	4	5	1	4	5	6	4	5	6	
848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
922	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	
949	0	0	1	0	2	6	4	1	1	0	0	1	4	2	0	1	0	2	2	2	2	2	2	4	3	7	1	6	0	
962	1	3	2	2	1	4	3	3	2	2	2	0	3	1	2	5	11	4	2	8	4	6	3	3	6	5	7	6	8	
964	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	2	0	1	0	1	3	0	1	1	
